be_neither_veri	0	1	2
persist_tri	0	0	2
break_your_heart	0	0	1
describ_him	0	0	1
took	0.0215827338129496	0	139
mr_manley'	0	0	1
see_part	0	0	1
easili_understand	0	0	2
a_promis	0	0	6
should_also	0.8	0	5
in_whose_chest	0	0	1
could_turn	0	0	1
onc_he_be	0	0	2
tragic_culmin	0	0	1
can_exploit	0.5	0	2
riot_and	0	0	4
even_more_worri	0	0	1
mean_unisi_must	1	0	1
do_not_talk	0	0	1
yeah_yeah_that'	0.333333333333333	0	3
can_silenc	1	0	2
have_so_far	0	0	5
legitim_nation	0.333333333333333	0	3
for_exampl	0.0526315789473684	0	38
but_it	0.0517241379310345	0	58
pick_up_that	1	0	1
express_hi_condol	0	0	1
on_of_my	0.5	0	2
parasit_economi	0	0	2
anti-democract_attempt_to	0	0	4
rice_be_awar	0	0	1
refrain_from	0	0	12
final_graduat	1	0	1
could_not_have	0	0	3
a_long-rang_fundrais	0	0	1
todai_at	0	0	1
the_focu	0	0	8
emphas_that_it	1	0	2
it_harsh_treatment	0	0	2
be_bound	0.142857142857143	0	7
alleg_in	0.5	0	2
would_act_if	0	0	1
over_600	0	0	2
have_violat_the	0	0	5
god_gun_control	0	0	1
the_wonder	0	0	3
be_tantamount_to	0	0	2
must_reduc_their	0.5	0	4
be_far	0.111111111111111	0	18
the_militari_great	0	0	1
ani_autonom	1	0	1
be_therefor	0	0	4
our_enemi	0	0	4
to	0.00165433173704832	0	11485
ok_i'll_go	1	0	1
a_fulfil	0	0	1
everyon_should	0.333333333333333	0	3
that_have_alwai	0.5	0	2
that_might	0	0	8
will_testifi_to	0	0	2
have_fairli_good	1	0	2
thei_should_bring	1	0	1
so_i_sai	0.333333333333333	0	3
will_win_us	0	0	2
tacitli_agre	0	0	2
seem_anxiou_to	1	0	1
be_compel_to	0	0	3
be_subject_to	0.117647058823529	0	17
a_bonu	0	0	1
tough_stand_on	0	0	1
will_you	0	0	4
be_strengthen	0.25	0	4
challeng_the	0	0	6
not_been_abl	0	0	4
could_be_plant	0	0	1
forcibl_want_to	0	0	2
forbad	0	0	1
even_the	0.0434782608695652	0	23
resort_to_a	0	0	5
their_commit_to	0	0	4
howev_there	0.25	0	4
becaus_peopl_want	1	0	1
to_be_seen	0.2	0	5
claim_victori	0	0	3
pent-up	0	0	2
felt_betrai	0	0	1
appear_complicit	0	0	2
and_yet_offici	0	0	1
be_like_to	0	0	21
pretend_they'd	1	0	1
be_decid_to	0	0	1
these_violent_enemi	0	0	1
be_constantli	0	0	2
optimist_and_hope	0	0	1
be_just_work	1	0	1
should_on	0	0	2
bent_on	0	0	3
strengthen_hi	0	0	1
ask_the_littl	0	0	1
think_that_wai	1	0	1
would_boost	0	0	1
would_care_veri	0	0	2
hi_statur	0	0	1
mai_freez	0	0	2
stai_awai_from	0	0	3
it_mai_well	0	0	1
i_imagin_it	0	0	1
be_at	0.0425531914893617	0	47
the_anti-democract_attempt	0	0	4
have_stolen_the	0	0	6
when_i_if	0	0	1
should_be_view	0.666666666666667	0	3
hand_it	0	0	4
should_adopt	0.5	0	2
bias_propaganda_unleash	0	0	2
be_veri_concern	0	0	2
stronger_more_effici	0	0	1
thei_try	0.5	0	2
clearli_mean	0	0	2
opinion_on	0	0	3
anti-isra_decis	0	0	1
must_be_freaki	0	0	1
be_chatterbox_alon	0	0	1
mai_better	1	0	1
polici_on	0	0	19
there_certainli_be	1	0	1
alien_and	0	0	1
ideal_addit	0	0	1
i'd_hate	0	0	1
the_interest_of	0	0	21
have_turn_into	0	0	1
aliv_and	0	0	1
abduct	0	0	19
good_becaus	0	0	1
the_human	0.0277777777777778	0	36
look_the_other	0	0	1
such_nefari	0	0	2
emit	0	0	16
have_briefli	0	0	1
have_been_extrem	0	0	3
could_be_held	0	0	2
describ_the_opposit	0	0	2
take_advantag	0	0	12
onli_such	1	0	2
bigger_than	0	0	4
to_look	0.05	0	20
the_disast	1	0	2
the_us_of	0	0	31
gener_quit	0	0	2
they'r_in_legal	0	0	1
appar_propos	1	0	2
suit_the	0.5	0	4
know_her_as	0	0	1
have_long_have	0	0	1
the_elector_hijack	0	0	2
critic_as	0	0	3
all_inform_point	1	0	2
would_onli_incit	0	0	1
humili_arab_digniti	0	0	1
claim_that_he	1	0	1
be_certainli	0.333333333333333	0	9
be_now_be	0	0	5
the_freak	0	0	1
definit_not	0.2	0	5
the_freak_show	0	0	1
intend_to	0	0	38
have_becom_bush'	1	0	2
be_to	0.0286885245901639	0	244
come_out_decis	0	0	1
but_it_be	0.12	0	25
on_of_the	0.0220588235294118	0	136
crack	0.0588235294117647	0	17
it_would_therefor	0	0	3
be_pleas	0	0	4
widespread_disgust	0	0	1
do_awai	0	0	3
be_a_sovereign	1	0	2
have_agre_on	1	0	1
attach_great	0.5	0	2
what_amount_of	0	0	1
seek_to	0	0	28
stronger_more	0	0	1
regard_as	0.142857142857143	0	14
reaffirm_that_lebanon	1	0	1
new_dawn	0	0	2
compar_it_with	0	0	2
fell_out	0	0	1
ambit_to	0	0	1
to_demand	0	0	7
be_critic	0.117647058823529	0	17
who_benefit_from	0.5	0	4
have_sworn	0	0	2
work_better_than	0	0	1
enjoi_right	1	0	1
agre_the	0.166666666666667	0	6
until_such	0.5	0	4
it_import	0.666666666666667	0	3
be_alreadi_happen	1	0	2
instead_of_lectur	0	0	1
doesn't_fit	0	0	1
or_africa	1	0	2
be_not_against	0	0	1
could_instead	0	0	1
have_air_no	0	0	1
question_by_a	0	0	3
invit_scorn	1	0	2
be_stiffen	1	0	2
reaffirm_the	0.5	0	2
insist_that_russia	1	0	2
wrote_a_devastatingli	0	0	1
probabl_hadn't_been	0	0	1
call_for_india	1	0	2
thi_occup	0	0	1
do_not_emphas	0	0	2
be_sheer	0	0	1
be_mayb	0	0	1
must_proce_with	1	0	1
can_be_a	0	0	3
be_ultim	1	0	1
be_characteris_by	0	0	2
have_been_characteris	0	0	2
leav_in_the	0	0	2
talk_of_success	0	0	1
the_number	0.0142857142857143	0	70
show_he'	1	0	1
object_as_set	0	0	2
show_a_countri	1	0	1
bristl_at	0	0	2
who_do	0	0	11
feel_certain	0	0	1
underscor_the_import	1	0	2
wanna_bet	1	0	1
brand	0	0	18
be_you_make	0	0	1
the_close	0	0	7
your_contribut	0.1	0	10
pledg_to	0	0	24
sinc_sharon	0.333333333333333	0	3
as_if	0	0	34
invok_sanction_against	0	0	1
a_highli_import	1	0	2
todai_we	0	0	11
it_actual	0	0	1
our_gui_be	0	0	1
be_becaus	0.222222222222222	0	9
doesn't_see_much	0	0	1
also_expos	1	0	2
what_amount	0	0	1
logic_becaus	1	0	1
peopl_be	0	0	70
got_the_nod	1	0	1
see_those_countri	0	0	1
consider_be	0	0	1
highli_signific	0	0	1
made_clear	0.333333333333333	0	6
know_what	0.0357142857142857	0	28
feel_that_democrat	1	0	1
perhap_improvis	1	0	1
guess_california	0	0	1
mai_mean	0	0	2
painfulli_thought	0	0	1
would_rais	0	0	1
be_the_evil	0	0	1
50_year	0	0	5
must_act_and	1	0	1
suspicion_that	0	0	4
in_effect	0.1	0	10
wrap_in_the	0	0	1
be_be_advis	1	0	1
better_yet_most	1	0	1
and_putin	1	0	1
have_pull	0	0	6
have_fairli	1	0	2
continu_cooper	1	0	1
impos_a_weapon	0	0	1
i_couldn't	0	0	2
be_try_to	0.0416666666666667	0	24
give_new	0	0	3
renew_concern	0	0	1
cite_case	1	0	2
wit	0	0	39
an_interest	0	0	6
call_for_the	0.0769230769230769	0	13
which_be_independ	0	0	2
be_to_permit	1	0	1
you_won't_have	0	0	1
soldier	0	0	117
extend	0	0	45
could_be_sever	0	0	2
the_intimid_and	0	0	1
we'll_probabl	0	0	1
get_tire	0	0	1
seem_a	0.333333333333333	0	3
sens_of_duti	1	0	1
lure_by	0	0	2
readi_to	0	0	49
major_campaign_of	0	0	1
will_read	0	0	2
malici_goal	0	0	2
must_condemn	1	0	2
be_tasti	0	0	1
have_alwai_seen	1	0	1
although_mainland	1	0	1
wonder_immedi	0	0	1
at_the_expens	0	0	5
we_all	0.111111111111111	0	9
the_errant_member	0	0	2
rightli_condemn	1	0	2
be_domin_the	1	0	1
there_exist	1	0	2
slightli_anxiou	0	0	2
aggress_seek_nuclear	1	0	1
do_not_come	0	0	3
more_than_offset	0	0	1
main	0.018018018018018	0	111
there_be_someth	0	0	4
mount_concern	0	0	1
pick	0.0588235294117647	0	17
indonesia	0	0	46
for	0.00407331975560081	0	3437
the_new_organ	0	0	1
be_suffer_from	0	0	9
lent_credibl_to	1	0	1
consensu_that	0.222222222222222	0	9
ought_to_contribut	1	0	2
someth_be	0	0	2
be_lock	0	0	6
to_guarante	0	0	12
express_concern_over	0	0	5
will_to_overlook	0	0	1
discharg_their_work	0	0	2
turn_against	0	0	1
have_been_patron	0	0	2
the_main_concern	0	0	2
liken	0	0	6
the_fact_show	1	0	1
both_part	1	0	1
all_the	0	0	150
attempt_to_back	0	0	2
israel'_us	0	0	1
so_devast	0	0	2
such_wish	0	0	2
want_to_cooper	0	0	1
be_docil	1	0	1
mean_steer	1	0	1
joint	0.0158730158730159	0	63
the_situat_we	0	0	2
it'_true	1	0	1
cruelti_and_impieti	0	0	1
enough_time	1	0	1
be_far_from	0	0	2
becaus_of_their	1	0	3
be_veri_satisfi	0	0	1
all_of_thi	0.111111111111111	0	9
next_to_all	0	0	1
accus_that	0.5	0	4
have_seen	0	0	14
be_fundament_flaw	0	0	2
mugab	0.00639658848614072	0	469
will_devot_themselv	0	0	2
have_increas_drastic	0	0	1
have_have_no	0	0	2
be_demand_that	0.333333333333333	0	6
come_on	0	0	5
be_depriv	0.333333333333333	0	3
be_seeth_with	0	0	2
look_forward_to	0	0	5
critic_'odious'	0	0	2
russia	0.00591715976331361	0	169
gave_them	0	0	1
made_it	0.111111111111111	0	18
receiv_a_lot	0	0	1
there'_noth	0	0	3
would_have_to	0.0625	0	16
be_perfectli	0.5	0	2
be_an_impress	0	0	1
if_rabbi_kahana	0	0	1
would_deal_a	1	0	1
concern_about	0	0	48
who_preach_democraci	0	0	2
advanc_nation	0	0	4
displeasur_with	0	0	2
complaint_in_zimbabw	0	0	2
will_now_tend	0	0	1
should_focu	0.4	0	5
it_be_onli	0.222222222222222	0	9
reveal_the_us	1	0	1
turn_out	0.166666666666667	0	18
be_sever	0.0769230769230769	0	13
adopt_an_aggress	0	0	1
ask_specif	0	0	2
strong_protest	0	0	3
from_pull	0	0	2
biggest	0	0	48
war_on	0	0	62
would_do	0	0	10
stood_in_line	1	0	2
have_to_clean	1	0	1
should_on_be	0	0	2
doesn't_just_hit	1	0	1
it'_a_prison	1	0	1
polit_warn	1	0	1
these_accord	0	0	1
the_familiar_psychodrama	1	0	2
wish_success	0	0	4
call_in_washington	0	0	1
understand_exactli	0	0	1
ask_for	0	0	31
paint_doomsdai	0	0	1
have_eagerli_await	0	0	1
might_be_us	0	0	1
critic_violat	0	0	2
pai	0.0106382978723404	0	94
it'_go	0.25	0	4
in_which	0.00961538461538462	0	104
a_wave	0.2	0	5
second_chanc_to	0	0	2
measur_to	0	0	36
be_subject	0.105263157894737	0	19
the_biggest_challeng	0	0	1
arriv_at	0	0	26
pledg_for	0	0	2
stress_thei_have	1	0	1
must_first	0.5	0	2
be_eyesor_to	1	0	1
and_now	0	0	18
have_provok	0	0	2
would_have_enorm	0.666666666666667	0	6
anoth_approach	1	0	1
in_it	0.018348623853211	0	109
the_propos_for	0	0	2
much_have	0.5	0	2
right_and_justic	1	0	1
be_passion	0	0	1
but_now_that	0	0	2
justice-seek	0	0	2
i'v_got	0.25	0	8
water_tight	0	0	2
it'_propaganda	0	0	1
face_these_challeng	0	0	1
the_state	0	0	98
realiz_it_import	1	0	2
if_japan_be	1	0	2
have_partial_endors	1	0	2
have_prejudg_the	0.5	0	4
i_rode	0	0	2
that_posit_contact	0	0	1
reap_all_the	0	0	2
the_industrialis	1	0	1
the_expansionist_polici	0	0	1
be_crucial_to	1	0	2
have_lash_out	0	0	1
it_be_hyperventil	1	0	1
have_partial	1	0	2
mire_in	0	0	2
have_almost	0.333333333333333	0	3
humili_arab	0	0	1
the_litig	0	0	1
the_will	0	0	11
our_posit	0.25	0	8
will_undoubtedli	0.666666666666667	0	3
won_the	0	0	20
deep_diverg	1	0	1
your_'war_against	0	0	2
would_need_to	0.25	0	4
enjoi_no_social	0	0	2
ultim_the	0.333333333333333	0	3
attach_littl_valu	0	0	2
too_vitup_too	0	0	1
interest_of_the	0	0	9
have_an	0	0	44
the_entir	0.0357142857142857	0	28
describ_by	0.333333333333333	0	6
avow_pro-american	0	0	2
a_real_unif	1	0	1
it_be_probabl	0	0	1
complet_ignor	0	0	2
a_pervers	0	0	1
realli_realli	0	0	6
for_israel_to	0	0	3
maintain_that_what	0	0	1
in_ani_event	0.5	0	8
the_big_lie	0	0	1
religi_freedom_be	0	0	2
can_you	0	0	6
either_on_pai	1	0	1
didn't_particularli	0	0	1
fact_that	0.0125	0	80
initi	0	0	125
be_red-pencil	0	0	1
vent_her_anger	0	0	2
all_but_dismiss	0	0	2
thi_cruelti	0	0	2
stomp_and_cry	0	0	1
can_serv	0.333333333333333	0	3
even_if_canada	1	0	2
be_scari	0	0	1
have_establish_it	1	0	1
view_itself_as	1	0	2
smooth_the	0	0	2
by_contrast	0	0	5
chang_their	0	0	4
persuad_the	0	0	5
and_when_we	0	0	4
be_entitl	0.142857142857143	0	7
loud_opposit	0	0	1
have_come_a	0.5	0	2
underscor_the_need	1	0	2
urg_the	0.1	0	20
have_grown_tremend	1	0	1
close_the	0.2	0	10
object_assess	0	0	2
work_with	0	0	33
agre_with	0.217391304347826	0	23
i_cannot_help	0	0	1
everi_dai_of	0	0	1
just_so_i	0	0	1
thi_have	0.0769230769230769	0	13
there_be_two	0.111111111111111	0	9
be_still_great	1	0	1
the_main_and	0	0	2
unless	0.0333333333333333	0	30
make_everi	0.333333333333333	0	3
the_burden_realli	1	0	1
would_engulf	1	0	1
don	0	0	11
have_shown_no	0	0	3
felt_veri	0	0	1
not_onli_do	0	0	1
who_brag	0	0	3
grow_public_interest	0	0	1
these_accord_explicitli	0	0	1
devastatingli_sarcast	1	0	1
easili_won_zimbabwe'	0	0	2
there_should	0	0	8
still_encrypt	1	0	1
will_enabl	0.125	0	8
they'r_in	0	0	5
reli_upon_surpris	1	0	1
be_inclin	0	0	1
might_rais_the	0	0	1
will_be_more	0	0	3
claim_that_mexico'	1	0	1
be_with_the	0	0	7
red	0	0	56
requir_a_concert	1	0	2
understand_the_world	0	0	1
been_real	0	0	1
could_win_support	0	0	2
conclus_that_onli	1	0	1
the_assassin	0	0	6
consid_view_that	1	0	2
will_hand	0	0	2
back_out	0	0	4
bellyach	0	0	1
to_cow	0	0	2
reaffirm_that	1	0	1
rule_in	0	0	12
either_the_new	1	0	2
will_be_welcom	0	0	1
but_rather_becaus	1	0	1
can_judg_from	1	0	1
be_either_angl	0	0	1
polar_bear_will	0	0	2
be_think_about	0	0	1
a_veri_riski	0	0	1
plot_to_assassin	0	0	8
by_improvis	1	0	1
hi_be	0	0	1
buri_past_differ	1	0	2
the_exacerb	0	0	1
should_welcom_the	1	0	1
believ_like	1	0	1
object_in	0	0	5
call_itself	0	0	1
that'_a	0	0	9
made_the	0.0606060606060606	0	33
believ_in_everi	1	0	1
be_endors_and	0	0	2
our_own_on	0	0	2
be_realli_afraid	0	0	1
a_catastroph_would	0	0	1
have_been_protest	1	0	1
maximum_prioriti_should	1	0	1
be_noth_more	0	0	4
present_themselv_as	0	0	1
program	0	0	151
believ_that_the	0.269230769230769	0	26
regard_as_a	0.5	0	4
as_for_evil	0	0	1
the_reaction_of	0	0	6
be_interest	0	0	9
be_often	0.125	0	8
have_neither_sought	0	0	2
we_alreadi	1	0	1
pledg_the	0	0	3
be_believ_to	0.5	0	10
just_get_a	0	0	1
have_face_widespread	0	0	2
appreci_continu_interest	0	0	2
just_want	0	0	6
be_us_sensori	0	0	1
implicitli	0	0	2
oh_god_no	0	0	1
ask_specif_about	0	0	2
deem	0.230769230769231	0	13
thank_presid	0	0	4
boast_of_have	0	0	4
posit_over	1	0	1
tend_to_side	0.666666666666667	0	3
the_cycl_of	0.25	0	4
must_be_appli	1	0	1
respond_posit_to	0	0	2
wwant_to	1	0	4
chief_oppon_of	0	0	1
refer_in	0	0	1
an_explicit	1	0	1
thi_human_achiev	0	0	2
support_movement	0	0	2
the_import_with	0	0	1
do_not_recogn	0	0	7
decid_to_talk	0	0	1
separ_and	0	0	1
our_work_must	1	0	1
will_come	0.0625	0	16
have_share	0.2	0	5
in_what_wai	0	0	2
strictli_adher_to	0	0	3
a_simpl	0	0	9
will_now	0	0	8
grief_and_sorrow	0	0	1
wai	0	0	281
inadequ_price	0	0	1
onli_for	0.111111111111111	0	9
can_understand_thi	1	0	1
foreign_polici	0	0	42
forget_space	0	0	1
iran_iraq_and	0	0	32
allow_u	1	0	1
declar_be_rig	0	0	2
fail_to_provid	0	0	3
repres_the_palestinian	1	0	1
doubl_crime	0	0	1
to_the_president'	0	0	3
veri_import	0	0	13
have_express_concern	0	0	2
have_now	0	0	30
a_simpl_lack	0	0	2
smooth_the_frizzi	0	0	1
be_veri_veri	0	0	3
what_consequ	0	0	2
be_misl	0	0	2
relai	0	0	8
line	0	0	393
be_also_sever	1	0	2
how_caprici	0	0	2
express_a_differ	0	0	2
what_reaction	0	0	1
contain_about	0	0	1
that	0.00326923076923077	0	5200
be_realli	0	0	17
final_michael_call	0	0	1
charg_mdc	1	0	2
a_hotb_of	1	0	1
pretend_that_he	1	0	1
be_not_amus	0	0	1
the_centrepiec_of	1	0	1
have_wish_to	0	0	1
chang_radic_in	1	0	2
the_tragic_and	0	0	1
cri	0	0	7
be_seriou_about	0	0	2
mean_unisi	1	0	1
mai_repres_a	0	0	2
indic_that_these	1	0	1
do-it-our-wai	0	0	2
mayb_he_would	0	0	2
provok_healthi	0	0	1
most_like_to	0	0	1
be_appropri	0.166666666666667	0	6
discont_and	0	0	2
the_detail	0.142857142857143	0	7
to_the_contrari	0.2	0	5
be_seen_to	1	0	4
some_inhuman_practic	0	0	1
unfortun_their	0	0	1
incit_violent	0	0	2
be_itself_a	1	0	1
ooh_neat	0	0	1
the_big	0	0	17
be_repress_and	0	0	1
wish_to	0.05	0	20
the_seriou	0	0	2
be_mere_to	0	0	2
the_import_polici	0	0	4
known	0	0	76
demand_respect_for	1	0	2
will_certainli_help	1	0	1
the_apocalypt_savageri	0	0	1
try_to_shoe-horn	1	0	1
the_disput	0	0	6
be_vote	0.666666666666667	0	3
will_have	0.189473684210526	0	95
some_76_billion	0	0	1
be_an_import	0.5	0	16
a_top_prioriti	0	0	3
establish_friendli_relat	0	0	2
fight_tyranni_with	0	0	1
well-respect	0	0	2
have_compound_the	0	0	2
can_understand	1	0	1
highli_signific_but	0	0	1
have_embrac_the	0	0	1
brownish	0	0	1
but_it'	0	0	7
still_didn't	0	0	1
onli_to	0.0454545454545455	0	22
should_be_decid	1	0	1
particularli_disturb	0	0	1
pleas_join	0	0	1
thi_fiscal_morass	0	0	1
be_an_integr	0.5	0	4
list_abus	0	0	2
repres_the	0.133333333333333	0	15
keep_a_watch	0	0	1
it'_actual	1	0	1
shackl_of	0	0	1
so_stupid	0	0	1
have_no_charact	1	0	1
britain_and_zimbabw	0	0	2
proclaim_himself_interim	0	0	2
buri_it	0	0	1
have_alreadi_warn	0	0	2
settl_settl_an	0	0	1
grow_percept_in	1	0	1
strengthen_hi_country'	0	0	1
provok_much	0	0	1
manag_after_an	0	0	1
will_consid_toughen	0	0	2
have_been_in	0	0	11
have_differ	0.4	0	5
grief_and_anguish	0	0	1
an_interest_on	0	0	1
to_ask	0	0	14
mai_even	0	0	5
the_struggl_against	0.166666666666667	0	6
goodwil_can_help	0	0	2
onc_thei	0.333333333333333	0	3
as_the	0	0	261
costello'	0	0	2
a_more	0.03125	0	32
gentli	0	0	3
felt_veri_proud	0	0	1
would_like_to	0	0	22
danc_in	0	0	2
can_make_sure	0	0	2
pull_out_a	0	0	2
would_engulf_everi	1	0	1
look_posit_excit	0	0	1
rais_the	0	0	14
should_serv_as	0.5	0	2
have_becom_more	0.333333333333333	0	3
and_we_can	0	0	4
told	0.00350877192982456	0	285
consid_benefici	1	0	2
an_extraordinarili_special	0	0	1
quit_a_bit	0.5	0	2
for_south_africa	1	0	2
should_increas	0	0	1
kind_of	0	0	86
think_we'v_got	1	0	1
come_to_goodwil	0.666666666666667	0	3
extrapol	0	0	3
cite_pretti_strong'	1	0	2
keeper	0	0	1
i_haven't_found	1	0	1
make_our_societi	1	0	1
amount	0.00917431192660551	0	109
be_give_a	0	0	1
be_becom_an	1	0	2
if_i_wasn't	0.5	0	2
such_nefari_activ	0	0	2
have_share_in	1	0	1
be_sad	0	0	3
between_the	0	0	127
fail_the	0	0	4
in_exchang	0	0	7
must_ask	1	0	1
accus_him	0	0	5
but_i_heard	0	0	2
100_board	0	0	1
help_fill	0	0	1
seem_perfectli_reason	1	0	1
estim_an_averag	0	0	1
will_of	0	0	18
be_optimist	0	0	6
alleg_of	0.25	0	8
be_a_not	0	0	1
have_to_take	0.125	0	8
america_be	0.1	0	20
about_60	0	0	4
erod_the_arm	0	0	2
you_don't	0	0	22
a_mandat	0	0	3
but_to_do	1	0	1
the_heaven	0	0	4
will_climat_chang	0	0	2
we_will	0.0142857142857143	0	70
threaten_to_us	0	0	2
rub_their_palm	1	0	1
mayb_joschka	0	0	1
amount_to	0.0263157894736842	0	38
and_let	0.25	0	8
should_forg_uniti	1	0	2
expect_the_sunnyval	0	0	1
wear_bright_orang	0	0	1
be_tantamount	0	0	2
us_as	0	0	20
demonstr_how_intern	1	0	1
effort_to_present	0	0	2
claim_to_defend	1	0	2
have_been_inclin	0	0	1
it_be_import	0.545454545454545	0	11
reli_upon	0.5	0	2
stretch	0	0	21
after_the_panama	1	0	1
be_free	0.117647058823529	0	17
final_and	0.666666666666667	0	3
soldier_and_marin	0	0	1
confid_and	0	0	5
us_mani	0	0	4
the_situat	0	0	78
how_should	0	0	3
will_help	0.272727272727273	0	22
urg_putin	1	0	4
have_far	1	0	1
deem_respons_for	0	0	1
think_she	0	0	1
should_conduct_proper	1	0	2
should_have_call	0.5	0	2
we'r	0	0	53
recommend_for_each	1	0	1
and_bam_bam	0	0	1
don't_know_how	0.2	0	5
check	0	0	36
character_these_counti	0	0	1
we_fought	0	0	2
do_nevertheless	0	0	2
interpret_mbeki'_support	1	0	1
ad_to	0	0	4
will_seek	0	0	3
goal	0	0	86
should_attack_iraq	1	0	2
up_held	1	0	1
be_worri	0	0	11
thi_dictatori	0	0	2
have_taken	0	0	42
might_provid_israel	0	0	1
condemn_of	0	0	7
should_be_place	0.2	0	5
have_left	0.133333333333333	0	15
the_deep	0	0	4
should_have_been	0.5	0	4
be_that	0.0129032258064516	0	155
i_mean_somebodi	0	0	1
substanti_repres	0	0	2
yeah_exactli	0.333333333333333	0	3
consid_danger	0	0	1
if_i_want	0.5	0	2
anti-chavez_protest	0	0	2
hi_visit	0	0	22
be_take_a	1	0	2
at_our	0.5	0	4
would_remain_the	1	0	1
impos_a	0	0	12
how_am_i	0	0	1
feel_like	0	0	6
would_creat	0	0	2
stand-off	0	0	1
who_said	0	0	6
zimbabwe'_recoveri_will	0	0	2
send_a_messag	1	0	1
pose_a_threat	0.333333333333333	0	3
i_lost	0	0	1
pledg_to_fight	0	0	1
stormi_celebr	0	0	1
worldwid	0.0277777777777778	0	36
undoubtedli_the_most	0	0	1
be_rush	0	0	2
be_not_delight	0	0	2
religi	0	0	74
the_door_remain	1	0	2
see_thi_weekend'	1	0	2
aren't_quit	0	0	2
increasingli_angri	0	0	2
categoris	1	0	1
forc_them	0.25	0	4
be_these_dai	1	0	1
be_equal_critic	0	0	2
uh_besid	1	0	1
sorri_my_mistak	0	0	1
be_situat_itself	0	0	2
a_robust_economi	1	0	1
such_duplic	0	0	2
call_in	0	0	5
have_actual	0.75	0	4
call_for_respect	1	0	2
attempt_to_rig	0	0	1
kyoto'_13-digit_price	0	0	2
renew_hi_appeal	1	0	1
enjoi_my	0	0	1
call_chavez'_aggressive'	0	0	2
4	0	0	231
hope_that_the	0	0	16
yeah_thei	0.25	0	4
have_repeatedli	0	0	10
come_on_come	0	0	1
leav_the	0	0	17
israel'_us_of	0	0	1
final_graduat_to	1	0	1
fine_with_me	0	0	2
the_ctbt	1	0	2
if_peopl_know	1	0	1
the_independ	0	0	16
have_abus	0	0	1
you_there	0	0	2
the_present_impass	0	0	2
pick_up	0.166666666666667	0	6
and_so_it	1	0	1
promis_to_be	0	0	1
award_rabinowitz_bonu	0	0	1
just_anyth_to	0	0	1
the_seriou_commit	0	0	1
be_increasingli_concern	0	0	1
fire_indiscrimin_at	0	0	2
more_difficult	0	0	9
slap_in_the	0	0	3
be_concern	0	0	32
cleav_the_rift	0	0	1
hope_to	0	0	17
defer_or_reject	0	0	2
will_be_forc	0.5	0	2
indonesia_can	0	0	1
stop_short_of	0	0	3
there_be_quit	1	0	1
don't_trust_me	0	0	1
be_a_terribl	0	0	2
warn_by	0	0	5
got_a	0.0666666666666667	0	15
stress_thei	1	0	1
be_hamper_aid	0	0	1
elev_it	0	0	1
be_view_as	0	0	3
thei_will_continu	0.5	0	2
have_show_person	0	0	2
be_outrag	0	0	2
not_as_a	0	0	2
lash_out	0	0	6
about_uh_ten	0	0	1
it_might	0.111111111111111	0	9
consid_view	1	0	2
regim	0	0	80
the_cia	0.222222222222222	0	9
it_have	0.00671140939597315	0	149
anoth_factor_which	0	0	1
with_some	0	0	6
must_demand_that	1	0	2
mutual_respect_for	0	0	1
cleav	0	0	2
be_bless_with	1	0	2
taiwan'_interest	0	0	9
the_biggest_emitt	0	0	2
mutual	0	0	23
rememb	0	0	43
stick	0	0	19
with_the_return	0	0	4
not_everyon	0	0	5
keeper_couldn't_care	0	0	1
the_heaven_even	0	0	1
continu_to_call	0	0	1
but_that_ambit	1	0	2
demand_that_the	0.181818181818182	0	11
anti-democract	0	0	4
the_firm_resolv	0	0	1
be_enter	0.5	0	2
befuddl	0	0	2
promis_mondai_to	0	0	2
be_the_violat	1	0	2
we_should_start	1	0	1
it'_understand	1	0	1
even_though_tax	1	0	1
sent_congratul	0	0	4
the_opportun	0	0	16
ow_allegi	0	0	1
be_sever_month	1	0	1
under_us_sponsorship	0	0	1
it_should_pressur	0	0	1
if_these_leader	0	0	1
have_destroi	0	0	5
not_too_bad	0	0	2
serious_need	0	0	1
have_choke_off	0	0	2
an_obsess_with	0	0	2
goodwil_can	0	0	2
and_we'r_just	0	0	1
the_insist_of	0	0	1
portrai_an	0	0	2
who_fear_allah	1	0	1
hi_extremist	0	0	1
but_allow	1	0	1
how_should_we	0	0	2
congratul_on_the	0	0	2
draw_up	0	0	11
might_make	0	0	1
have_join_the	0	0	4
express_similar_sentiment	0	0	1
have_a_much	0.5	0	2
peopl_like	0	0	1
the_insular_cultur	0	0	1
but_how	0	0	3
i_would_consid	0	0	3
let_check	1	0	2
would_win	0.5	0	4
persuad_the_main	0	0	2
loud_opposit_to	0	0	1
non-farm_canadian_most	0	0	2
level_of	0	0	32
anti-crim	0	0	1
write_a	0	0	2
bill	0.0119047619047619	0	84
it'_clear	0.5	0	2
hi_extremist_govern	0	0	1
aim	0	0	81
have_to_continu	1	0	1
sharp_intern	0	0	2
be_thei_pow	0	0	1
see_a_failur	0	0	1
could_have_expect	0	0	1
daili_critic	0	0	2
if_thing	1	0	1
indic_that_there	0.5	0	2
be_the_best	0.142857142857143	0	7
it_be_evid	0.5	0	2
with_ulterior	0	0	3
have_a_soft	0	0	2
now_that_realli	0	0	1
believ_in_the	0.25	0	8
israel	0	0	230
rais_the_problem	0	0	2
offer_america'	0	0	1
